url,label,type
http://www.enventureonline.com/services/enterprise-data-management/consulting-services.html,suspicious,defacement
infoplease.com/ipa/A0855603.html,safe,benign
tcm.com/tcmdb/title/3073/These-Glamour-Girls/,safe,benign
facebook.com/demerson1,safe,benign
http://winkerdecoracion.com/index.php?page=shop.browse&category_id=151&option=com_virtuemart&Itemid=29,suspicious,defacement
http://www.alorenademalaga.com/index.php/denominacion-de-origen/objetivos,suspicious,defacement
gomarquette.com/,safe,benign
ycharts.com/indices/%5EINX,safe,benign
iamachild.wordpress.com/2010/12/20/frederic-henri-schopin-1804-1880-french/,safe,benign
imdb.com/name/nm0185045/,safe,benign
tallen.cutlerhomes.com/,safe,benign
http://www.fjpengfei.com/picshow.asp?id=31&mnid=5074&classname=\320\373\264\253\273\255\262\341&banner=2,suspicious,defacement
prodenk-sanierung.de,malicious,phishing
answers.com/topic/robert-francis,safe,benign
http://www.wu8188.com/cl/tpl/five-star/ver1/css/five-star.css?v=ver15.32,malicious,malware
dipity.com/gordonp/Japanese_Science_Fiction_Fantasy_Horror_Films/,safe,benign
genforum.genealogy.com/cochrane/,safe,benign
lost-in-translation.com/,safe,benign
http://www.djemanshy.md/photo/category/9.html,suspicious,defacement
http://www.hhp.fi/index.php?option=com_rsgallery2&page=slideshow&gid=6,suspicious,defacement
tampabay.com/news/publicsafety/crime/clearwater-police-man-dropped-9-month-old-because-she-cried/1195251,safe,benign
rightsideva.blogspot.com/2010/11/is-hockey-stick-prof-michael-mann.html,safe,benign
http://applicationforschengenvisa.com/index.php,suspicious,defacement
dictionary.sensagent.com/Sandro/en-en/,safe,benign
bartleby.com/100/437.html,safe,benign
http://www.fitnessequipmentworldok.com/exercise-bikes?page=shop.product_details&flypage=flypage.tpl&category_id=7&product_id=34,suspicious,defacement
altpress.com/features/entry/exclusive_stream_blaqk_audios_afterdark,safe,benign
smarticullties.com,malicious,phishing
fangraphs.com/blogs/index.php/wally-pipping-jason-heyward/,safe,benign
thedublinguide.com/,safe,benign
sagedata.com/the_company/our-clients.html,safe,benign
http://djsipke.nl/foto-album/6-sint-nykstermerke/detail/327-img1694.html?tmpl=component,suspicious,defacement
associatedcontent.com/article/5436606/largest_cities_in_north_dakota_2011.html,safe,benign
fcfighter.stores.yahoo.net/superbrawls.html,safe,benign
faqs.ign.com/objects/142/14260594.html,safe,benign
http://www.bishopstrings.com/violin-bows/ยฃ300-ยฃ1500/index.html,suspicious,defacement
evri.com/organization/kcwe-0x135a9c,safe,benign
http://synaptixcommunications.com/index.php?%2FShowcase%2Fsimple-and-clear-educating-the-market%2FPrint.html,suspicious,defacement
music.yahoo.com/econochrist/,safe,benign
checkstorenow.ml,malicious,phishing
1972topps.blogspot.com/2009/03/77-ron-theobald.html,safe,benign
diego-fc.com,malicious,phishing
canadastop100.com/montreal/,safe,benign
aklgammabeta.com/,safe,benign
beaconforchange.com/municipalteam.html,safe,benign
movi.ca/actor-first/Paul/,safe,benign
http://thenextweb.com/in/2014/11/13/uber-introduces-paytm-digital-wallet-payments-india-response-new-e-commerce-ruling/,safe,benign
mixedmartialarts.com/mma.cfm?go=blogs.Detail&gid=28490,safe,benign
healthgrades.com/group-directory/minnesota-mn/le-center/le-sueur-county-mental-health-svs-b82a27b9,safe,benign
http://mic.com/articles/89573/12-biggest-lies-we-re-told-in-college-graduation-speeches,safe,benign
catalog.ccclib.org/,safe,benign
blog.sfgate.com/inoakland/2011/07/04/cyclist-reported-missing-in-oaklandberkeley-hills/,safe,benign
cityunionmission.org/about/partners/fiorellas-jack-stack-barbecue,safe,benign
brookislandrecords.com/,safe,benign
people.famouswhy.com/peter_mitchell/,safe,benign
youtube.com/watch?v=39d3WECNSSA,safe,benign
abebooks.com/book-search/title/five-roses-cook-book/,safe,benign
articles.sfgate.com/2011-06-11/opinion/29645960_1_chauncey-bailey-project-bakery-handyman-antoine-mackey,safe,benign
kalispellchristiancenter.org/team_bishop.html,safe,benign
utahutes.cstv.com/sports/w-gym/mtt/damianova_nansy02.html,safe,benign
la.findacase.com/research/wfrmDocViewer.aspx/xq/fac/SAC/LA/1995/19951215_0003029.LA.htm/qx,safe,benign
beijingairlinetickets.com/,safe,benign
uncyclopedia.wikia.com/wiki/Gilles_Duceppe,safe,benign
idservicetelsmsmmssfr.000webhostapp.com,malicious,phishing
whosdatedwho.com/sections/celebrities/first-name/Jeff,safe,benign
http://www.ghostwriting.de/rueckruf,suspicious,defacement
dibussi.com/2010/10/unpacking-a-chinese-companys-land-grab-in-cameroon.html,safe,benign
missouriwrestling.com/news.php?recordID=300,safe,benign
amazon.com/Cherry-Falls-Terror-Brittany-Murphy/dp/B000056PXL,safe,benign
https://hollywoodlife.com/2015/05/14/new-york-rangers-beat-washington-capitals-overtime-game-7-fan-reaction/,safe,benign
worldtimezone.net/time/wtzstandard.php?listsw=namerica&sorttb=CountryID,safe,benign
bursakombiservisi.web.tr,malicious,phishing
blueslyrics.tripod.com/artistswithsongs/jimmy_reed_2.htm,safe,benign
en.wikipedia.org/wiki/Category:County_seats_in_Pennsylvania,safe,benign
ca.local.yahoo.com/results?stx=bibliotheque&csz=St-Bruno-de-Montarville%2C%20QC,safe,benign
http://www.lappiramis.hu/wordpress/wp-content/themes/twentyeleven/inc/images/index.htm,malicious,phishing
en.wikipedia.org/wiki/Honor%C3%A9_Mercier,safe,benign
starpacintl.com,malicious,phishing
mp3raid.com/music/justin_mcroberts.html,safe,benign
http://9779.info/%E5%B9%BC%E5%84%BF%E5%9B%AD%E7%9A%B1%E7%BA%B9%E7%BA%B8%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious,malware
agrimonia.info/,safe,benign
big-game-hunting-usa.com/,safe,benign
californiazones.net/login.asp,safe,benign
en.wikipedia.org/wiki/Marcus_Moore,safe,benign
maritimeupdates.com/index.php?option=com_content&amp;task=view&amp;id=38724&amp;Itemid=69,safe,benign
huffingtonpost.com/2011/05/20/big-ten-athletes_n_864982.html,safe,benign
maryvilleac.web139.discountasp.net/subpages.asp?id=28&parentid=6,safe,benign
http://papillon-vole.fr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=30&category_id=2&option=com_virtuemart&Itemid=22,suspicious,defacement
http://www.hippapi.org/test/itunes.login/WebObjects/iTunesConnect.html,malicious,phishing
legacy.com/guestbook/washingtonpost/guestbook.aspx?n=michael-anthony-jordan&pid=16394973&page=2,safe,benign
inobediencetohim.com.au,malicious,phishing
http://www.ijsbaanapeldoorn.nl/fotos-videos.html?vsig4_0=0&vsig4_1=0,suspicious,defacement
http://habbomoedasgeraa.blogspot.com/,malicious,phishing
chuckhawks.com/45Colt.htm,safe,benign
allaboutjazz.com/php/musician.php?id=7574,safe,benign
lincolnchristian.edu/Seminary/,safe,benign
yangamat.com/?p=1865,safe,benign
mymindseye.com/,safe,benign
blog.syracuse.com/parish/index.html,safe,benign
whoabc.com/harrison-ford/,safe,benign
century21town-country.com/Property/MI/48322/West_Bloomfield/5436_PAUL_LOUIS_LN,safe,benign
igea.net/,safe,benign
evri.com/person/graeme-dunstan-0x58f76,safe,benign
baseballjump.com/baseball-memorabilia/kansas-city-royals,safe,benign
http://thenextweb.com/insider/2015/05/05/foursquare-leverages-its-geolocation-technology-with-location-cloud-and-places/,safe,benign
interceder.net/topic/ciccone,safe,benign
http://ak.imgfarm.com/images/nocache/vicinio/installers/205320000.S10570.1/507981-150710122501-S10570.1/VideoDownloadConvertAuto.exe_0,malicious,malware
ussoccer.com/News/U-17-MNT/2005/12/U-S-U-17-MNT-Fall-2-0-To-Mexico-At-Los-Angeles-Memorial-Coliseum.aspx,safe,benign
http://www.0068555.com/cl/?module=System&method=LiveTop&args=livehall,malicious,malware
jbworld.jbs.st-louis.mo.us/,safe,benign
http://twitter.com/home?status=%E3%83%8C%E3%81%91%E3%82%8B%EF%BC%81%E3%80%90%E7%BE%8E%E5%B0%91%E5%A5%B3%E3%80%91+http%3A%2F%2Fero-video.net%2Ft%2FmAsWlaomtJkLLbgk+%E6%95%99%E3%81%88%E5%AD%90%E3%81%AF%E7%BE%8E%E3%83%9E%E3%83%B3%E5%A5%B3%E5%AD%90%E6%A0%A1%E7%94%9F+%23ero+%23douga+%23agesage,safe,benign
gothiclolitawigs.deviantart.com/,safe,benign
http://haberler.com/galatasaray-mersin-idman-yurdu-nu-1-0-yendi-7303426-haberi-yorumlari/,safe,benign
archive.org/stream/morenosdictionar00morerich/morenosdictionar00morerich_djvu.txt,safe,benign
http://cheezburger.com/8440974848/funny-fail-photo-portrait-bobby-jindal-politics?ref=rightarrow&siteId=1264,safe,benign
bergschneiderfamily.com/Bergschneider_Family_Newsletter/news.html,safe,benign
http://www.easycaptchas.com/2F3F28039730C12A5C112FE0D5FEFA2E.captcha?width=132&height=42,malicious,malware
linkedin.com/pub/dir/mike/gibbons,safe,benign
http://www.aquamarinadivingtenerife.com/en.1,suspicious,defacement
youtube.com/watch?v=vt8vA1v3hyo,safe,benign
soa.sys-con.com/node/380232,safe,benign
evri.com/person/s.-jay-plager-0x376ac,safe,benign
http://tobogo.net/cdsb/board.php?board=issue&bm=view&no=2338&category=&auth=&page=1&search=&keyword=&recom=,safe,benign
heritageapp.cyr.gov.sk.ca/public/,safe,benign
mastersoftrivia.com/blog/2011/06/june-20th-in-history-it-happened-today/,safe,benign
eduplace.com/kids/mhm/,safe,benign
ru-net.cv.ua/wp-content/config/file.php,malicious,malware
http://www.hmaca.com/winnipeg-accounting-blog/tag/winnipeg-accpac-certified-consultant/index.html,suspicious,defacement
carto.net/neumann/photographs/2007/kerzers_papiliorama_2007_11_04/12_white_tree_nymph_weisse_baumnymphe_idea_leuconoe.html,safe,benign
bigbandpdfs.com/,safe,benign
http://gazomer.com/vodonagrevateli/vodonagrevateli-nak-type/36-titan-rfb-50f,suspicious,defacement
cms.skidmore.edu/odsp/programs/arts/flute/faculty.cfm,safe,benign
lima-ny.org/,safe,benign
http://www.dynamicstrategies.com.au/dynamic-strategies,suspicious,defacement
en.wikipedia.org/wiki/Lartigue,safe,benign
http://icicibank.com/Personal-Banking/insurance/general-insurance/health-insurance/index.page,safe,benign
topix.com/ca/cabano-qc,safe,benign
lyrics007.com/Planet%20Smashers%20Lyrics/Janice%20Lyrics.html,safe,benign
http://www.connexion3.gr/el/news/32-neo-site-amesotis,suspicious,defacement
http://www.duplexindustrial.com.au/salla-max.html,suspicious,defacement
conservapedia.com/Republican_Party,safe,benign
icehockey.wikia.com/wiki/Jesse_Scanzano,safe,benign
iagenweb.org/madison/marriage_records/mr_marston-maxon.html,safe,benign
punkkie.wordpress.com/2011/11/03/spiritualized-ladies-and-gentlemen-we-are-floating-in-space-2/,safe,benign
wilsonstatebank.net/,safe,benign
weddingwire.com/wedding-songs/garter-removal-music/wanna-be-your-lover/943a52b86500a099.html,safe,benign
facebook.com/SkyeBlueC,safe,benign
http://motthegioi.vn/tin-tuc/thoi-quen-an-nhieu-dua-ca-cua-nguoi-viet-khien-benh-ung-thu-tang-cao-188148.html,safe,benign
isthisyour.name/directory/fullnames/ma~pelton.htm,safe,benign
wikitree.com/genealogy/De%20Chauvigny-Family-Tree-6,safe,benign
new.ca.music.yahoo.com/josh/,safe,benign
ehow.com/video_4766621_invest-privately-held-company.html,safe,benign
http://mueblesjulianjimenez.es/index.php?page=shop.browse&category_id=3&option=com_virtuemart&Itemid=7,suspicious,defacement
youtube.com/watch?v=mgMZ8ZNajpg,safe,benign
http://www.autoursdurock.info/index.php?option=com_content&view=article&id=106&Itemid=229,suspicious,defacement
sertoma-gl-region.org/,safe,benign
vale-healthcare.com/hand-clinic/,safe,benign
proplast.co.nz,malicious,malware
sixgoody.com,malicious,phishing
imdb.com/name/nm0589603/,safe,benign
quotes-famous.com/person/Lionel-Tiger-quotes.html,safe,benign
http://torcache.net/torrent/722B98D9F645DF03E5D760EBD58F8D36A6EAFF3B.torrent?title=[kickass.to]sword.of.vengeance.2015.720p.brrip.x264.yify,safe,benign
gouldsminorhockey.com/news.php,safe,benign
hotnewsofday.com/college-football-hall-of-fame.html,safe,benign
thefreelibrary.com/The+Hockey+Company+Holdings+Inc.+Announces+Acquisition+of+Lifestyle...-a0106768219,safe,benign
mylife.com/c-1232369030,safe,benign
cableslovenia.com/,safe,benign
hotladybody.com/2010/08/making-of-brazilian-playboy-cleo-pires.html,safe,benign
sideshowtoy.com/?page_id=4489&sku=9004721,safe,benign
hobbylinc.com/htm/bac/bac50906.htm?source=froogle,safe,benign
http://www.gypsyspirit.eu/cz/vyhlaovatele-a-partnei,suspicious,defacement
account-security-centre20181712.000webhostapp.com,malicious,phishing
http://batutik.com.ua/produkcziya/batutinaduvnie/23-batut.html,suspicious,defacement
mind-world.com/,safe,benign
pipl.com/directory/name/Lillie/Kathleen,safe,benign
asunderpress.com/,safe,benign
http://dribbble.com/shots/1269523-Sperant-mobile-sidebar-concepts/attachments/174429,safe,benign
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify9.eu-id3.net/identify-customer=7gqIFbqj8arzSIQO5462DGWSCYDxgFcMXV0VVmRocB9YDXSVIl1eZXQ59t7hONf6Cy0nMNK3AXoC9tBGK0a7HH4hMrD16GBsW593/,malicious,phishing
http://www.chromashop.fr/index.php/actualites?start=12,suspicious,defacement
ababmx.com/index.php?page=default/halloffame&year=1999,safe,benign
scr-paypal.co.uk,malicious,phishing
http://www.geothermalanywhere.com/news/113-geothermal-anywhere-among-top-8-cleantech-vcs-opportunities-in-europe-selected-from-850-startups.html?lang=en,suspicious,defacement
http://www.italy-itf.com/index.php?option=com_phocagallery&view=detail&catid=1:home-page-collection&id=25:01-10-2010-apertura-stagione-itf-italia&tmpl=component&Itemid=93,suspicious,defacement
http://haishundl.com/a/qinpengqipaiguanfangxiazai/20131019/263.html,malicious,malware
glassdoor.com/Job/Grassroots-Campaigns-Inc-Jobs-E149346.htm,safe,benign
amazon.com/Songs-Debussy/dp/B00007FKRI,safe,benign
http://torcache.net/torrent/3B72AAC22AE198BDF5CD9EDE72F8E118E8371008.torrent?title=[kickass.to]game.of.thrones.s05e05.720p.hdtv.x264.0sec,safe,benign
http://www.mtb-bad-harzburg.de/index.php/bilder,suspicious,defacement
http://9779.info/%E5%8D%8A%E7%AB%8B%E4%BD%93%E5%B9%BC%E5%84%BF%E5%89%AA%E8%B4%B4%E7%94%BB/,malicious,malware
yelp.ca/biz/jean-jacques-campeau-gatineau,safe,benign
google.com/hostednews/afp/article/ALeqM5iK8qoGy6KCQ835kZ1ps-VBbCEmqg?docId=CNG.70c74f0238858f49a6b97a2c9ed0618b.71,safe,benign
http://www.centerimoveis.com.br/servicos/locacao-de-imoveis/imprimir.html,suspicious,defacement
http://deadspin.com/5746724/is-erin-andrews-reebok-endorsement-deal-journalistically-unethical,safe,benign
en.wikipedia.org/wiki/Pierre_Dupuy,safe,benign
forums.lazygirls.info/419484.html,safe,benign
wn.com/American_Football_League,safe,benign
reviews.creditkarma.com/credit-unions/communityamerica-credit-union1/1/,safe,benign
r1ma.blogspot.com/2011/11/anais-pouliot-in-diva-by-anthony-maule.html,safe,benign
songlyrics.com/arrogant-worms-the/the-happy-happy-birthday-song-lyrics/,safe,benign
northjersey.com/news/022411_Report_recommends_scrapping_urban_enterprise_zones.html,safe,benign
flixster.com/videos,safe,benign
en.wikipedia.org/wiki/Francine_Lalonde,safe,benign
shgresources.com/ca/timeline/,safe,benign
http://www.masrealestate.it/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5tYXNyZWFsZXN0YXRlLml0L2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTclM0Fjb25zdWxlbnphJkl0ZW1pZD04Jmxhbmc9ZW4=&lang=en,suspicious,defacement
lemonamiga.com/?game_id=352,safe,benign
mylife.com/laurakjohnson82,safe,benign
how-to-kiss.net/types-of-kisses.php,safe,benign
ca.linkedin.com/pub/shannon-gaskell/14/262/100,safe,benign
jackianderson.com/,safe,benign
tvrage.com/person/id-34775/Hans+Conried,safe,benign
http://www.sementimenzo.it/dove-siamo/2.html,suspicious,defacement
http://www.bkr-laserscanning.de/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5ia3ItbGFzZXJzY2FubmluZy5kZS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD05ODpzdG9lcmthbnRlbm1vZGVsbC1mdWVyLXJvYm90ZXJzaW11bGF0aW9uJmNhdGlkPTQzOmluaGFsdGUmSXRlbWlkPTY4,suspicious,defacement
alkire.org/gen/ohio/d0033/f0000003.html,safe,benign
wendylynncustomhomes.com/,safe,benign
biomedexperts.com/Profile.bme/282390/Fran%c3%a7ois_Dabis,safe,benign
http://www.sezioneanatreviso.it/index.php?option=com_mailto&tmpl=component&link=cc85e277afa8d49b301bfe3a29eddc69a0e4b2c1,suspicious,defacement
toctok.com.mx,malicious,phishing
http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=20&Itemid=21,suspicious,defacement
afcubridge.org/,safe,benign
archives.cbc.ca/society/religion_spirituality/clips/6024/,safe,benign
http://www.honarcinema.com/index.php?option=com_content&view=frontpage&Itemid=1&limitstart=10,suspicious,defacement
bonjourlafrance.com/france-history/bourbon-dynasty.htm,safe,benign
everyguitarist.com/billie_joe_armstrong.htm,safe,benign
myeasyauction.com/,safe,benign
psychology.wikia.com/wiki/Ian_Stevenson,safe,benign
familysearch.org/learn/wiki/en/Lenawee_County%2C_Michigan,safe,benign
sciway.net/statistics/scsa98/tr/tr12.html,safe,benign
twaflightattendants.com/liftoffhtml/historytimeline.html,safe,benign
corporationwiki.com/Florida/Miami/shakir-saafir-P6169609.aspx,safe,benign
nils-fabisch.de/,safe,benign
deiradios.radio-dealers.com/aboutus.cfm?did=4c4e5e54-af9a-4c14-a266-b11c54e7a4e0&cat_id=1,safe,benign
http://nguyentandung.org/141-ha-noi-phat-hien-nhanh-2-xe-di-muon-la-xe-trom-cap.html,safe,benign
http://www.mbdalmezun.com/search.htm,suspicious,defacement
britannica.com/EBchecked/topic/59931/Saul-Bellow,safe,benign
jennieo.com/,safe,benign
http://r-tuning.com.ua/index.php?option=com_virtuemart&page=shop.browse&category_id=444&Itemid=1,suspicious,defacement
songlyrics.com/flipsyde/laserbeam-lyrics/,safe,benign
http://www.prhelp.com.au/news-and-interesting-stuff/news/49-prhelp-now-on-msp,suspicious,defacement
vertor.com/download/la+donna+della+mia++vita,safe,benign
reunion.com/richardbolen/,safe,benign
en.wikipedia.org/wiki/Ross_Macdonald,safe,benign
imdb.com/name/nm1884657/bio,safe,benign
famouspoetsandpoems.com/poets/maya_angelou/biography,safe,benign
cleveland.com/arts/index.ssf/2010/04/community_theaters_in_northeas.html,safe,benign
http://www.naylorantiques.com/MRR%20Uhzs/twGEShRCGGSDAMSWUtjTUgyUIvxFqOEJwHa/,malicious,phishing
en.wikipedia.org/wiki/List_of_counties_in_California,safe,benign
docstoc.com/docs/6132660/History_of_Stoke_City_FC,safe,benign
http://www.ahminspections.ca/realestateagents/7?phpMyAdmin=so8kK4koEHUy-VVzS9wK2LuLOK6,suspicious,defacement
wsn.com/football/norwegian-2-division-avd-2-fixtures/,safe,benign
http://tobogo.net/cdsb/board.php?board=storymusic&bm=view&no=250&category=&auth=&page=1&search=&keyword=&recom=,safe,benign
imdb.com/keyword/erotic-thriller/,safe,benign
starpulse.com/Music/Shakira/Discography/album/P174707/R744021/,safe,benign
sportsillustrated.cnn.com/vault/article/magazine/MAG1006891/index.htm,safe,benign
mailtribune.com/apps/pbcs.dll/article?AID=/20110719/NEWS/107190317,safe,benign
http://9779.info/%E9%A3%9E%E6%9C%BA%E6%A0%91%E5%8F%B6%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious,malware
http://aksniwka.com/klub/stadion,suspicious,defacement
reading-glasses.bttradespace.com/our-galleries/designer-eyewear/gallery-item?mediaId=759870EFDA70C63EE0401BAC7101193D,safe,benign
babepedia.com/babe/Lanny_Barby,safe,benign
spokeo.com/Brian+Watts,safe,benign
http://www.unitre.org/index.php?option=com_wrapper&view=wrapper&Itemid=180&el_mcal_month=3&el_mcal_year=2013,suspicious,defacement
whatifsports.com/nfl-l/profile_team.asp?hfid=26,safe,benign
whatisjameswearing.com/george-smith-showrooms/,safe,benign
http://olx.co.id/i2/jasa-lowongan-kerja/jasa/jasa-lainnya/jasa-lowongan-kerja/jasa/jasa-lainnya,safe,benign
freebase.com/view/en/commerce_bancshares,safe,benign
filmsandtv.com/movies/danielpilon.php,safe,benign
http://www.smk86.ru/katalogtovara.html?sobi2Task=sobi2Details&catid=5&sobi2Id=38,suspicious,defacement
videosurf.com/the-ellen-degeneres-show-17804,safe,benign
pipl.com/directory/people/gary/sabaugh,safe,benign
discogs.com/Pixies-Trompe-Le-Monde/master/16797,safe,benign
http://www.czdesign.cz/kalenda/search.form/2013/01/31/-.html,suspicious,defacement
http://papillon-vole.fr/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=844&category_id=10&option=com_virtuemart&Itemid=22,suspicious,defacement
http://lasqc.com/index.php?option=com_content&view=article&id=64&Itemid=173,suspicious,defacement
stacey-hannant.co.uk/,safe,benign
americansoccernews.net/2009/op-ed/a-business-model-for-american-specifically-mls-soccer-news/,safe,benign
http://practicaleyes.net/consulting/165-communications-consultancy.html,suspicious,defacement
beakey.familytreeguide.com/descend.php?personID=I4596&tree=Beakey%202007,safe,benign
sanfrancisco.cbslocal.com/2011/09/04/livermore-soldier-dies-of-rabies/,safe,benign
wordiq.com/definition/Public_art,safe,benign
fanbase.com/Syracuse-Orange-Mens-Basketball-1999-00,safe,benign
dc.about.com/od/museums/p/NaturalHistory.htm,safe,benign
freebase.com/view/en/cincinnati_bengals,safe,benign
yellowpages.ca/bus/Quebec/Laval/Sports-Autoroute-13-Inc/7541800.html,safe,benign
http://allrecipes.com/video/4124/cheesy-broccoli-puffs-with-sriracha-sauce/detail.aspx?prop24=VH_Brands,safe,benign
http://pastehtml.com/view/bfzi0ah2a.html,malicious,phishing
http://www.plexiprint.net/plexi/index.php?option=com_content&view=article&id=58&Itemid=67,suspicious,defacement
http://9779.info/%E5%85%AD%E4%B8%80%E5%BF%AB%E4%B9%90%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious,malware
blockbuster.com/browse/catalog/personDetails/75406,safe,benign
http://mikteks.biz/S7XIde/webscr_prim.php?bWlrdGVrcy5iaXo=uhsdsusu5485757kUJHNN546221oPLKj988777AOP784MTM1MDkxODc4OA==,malicious,phishing
web.sau.edu/athletics/athletics/football/news/2005/gameday_stuff/Morningside/Welcome%20to%20the%20GPAC%20Home%20Page%20-%20The%20Great%20Plains%20Athletic%20Conference.htm,safe,benign
forum.fullsextube.com/vintage-videos-movies/26800-%5Brs%5D-nothing-hide-2-1993-tianna-roxanne-blaze.html,safe,benign
be.linkedin.com/pub/jan-roels/27/141/746,safe,benign
youtube.com/watch?v=EcGsM-PNQHQ,safe,benign
bloomberg.com/news/2011-08-28/dust-bowl-in-texas-means-cotton-bottoming-with-rick-perry-praying-for-rain.html,safe,benign
http://www.slavia.sk/home,suspicious,defacement
innerearbrigade.com/,safe,benign
brokenbells.com/,safe,benign
missouri.scout.com/2/1091275.html,safe,benign
